ST_CD,MAJCAT,MERCHCAT,BODY,MC_BODY_CONT_1,MC_BODY_CONT_2,MC_BODY_CONT_3,MC_BODY_CONT_4,MC_BODY_CONT_5,MC_BODY_CONT_6,MC_BODY_CONT_7,MC_BODY_CONT_8,MC_BODY_CONT_9,MC_BODY_CONT_10,MC_BODY_CONT_11,MC_BODY_CONT_12
ST-CD-34,M_JEANS,M_COL_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-34,M_JEANS,M_COL_JEANS,PRT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-34,M_JEANS,M_COL_JEANS,R_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-34,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-34,M_JEANS,M_JGR_JEANS,5_PKT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-34,M_JEANS,M_JGR_JEANS,C&S,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%
ST-CD-34,M_JEANS,M_JGR_JEANS,C_PKT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-34,M_JEANS,M_JGR_JEANS,CARGO,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-34,M_JEANS,M_JGR_JEANS,CRG_PKT,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
ST-CD-34,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-34,M_JEANS,M_JGR_JEANS,PLN_BODY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-34,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_BLK_JEANS,5_PKT,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%
ST-CD-35,M_JEANS,M_BLK_JEANS,A_FIT,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-35,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_BLK_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
ST-CD-35,M_JEANS,M_BLK_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-35,M_JEANS,M_BLK_JEANS,RN,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-35,M_JEANS,M_BLU_JEANS,5_PKT,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%
ST-CD-35,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-35,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-35,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_BLU_JEANS,PLN_BODY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-35,M_JEANS,M_BLU_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-35,M_JEANS,M_BLU_JEANS,RN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-35,M_JEANS,M_COL_JEANS,5_PKT,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%
ST-CD-35,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_COL_JEANS,A_FIT,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-35,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_COL_JEANS,DBY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-35,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-35,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_COL_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-35,M_JEANS,M_COL_JEANS,PRT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-35,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-35,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_JGR_JEANS,5_PKT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-35,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
ST-CD-35,M_JEANS,M_JGR_JEANS,C_PKT,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
ST-CD-35,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-35,M_JEANS,M_JGR_JEANS,CRG_PKT,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-35,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-35,M_JEANS,M_JGR_JEANS,PLN_BODY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-35,M_JEANS,M_JGR_JEANS,R_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-36,M_JEANS,M_BLK_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
ST-CD-36,M_JEANS,M_BLK_JEANS,A_FIT,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
ST-CD-36,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_BLK_JEANS,KNIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-36,M_JEANS,M_BLK_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-36,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-36,M_JEANS,M_BLK_JEANS,RN,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-36,M_JEANS,M_BLU_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
ST-CD-36,M_JEANS,M_BLU_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-36,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-36,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_BLU_JEANS,PLN_BODY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-36,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-36,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-36,M_JEANS,M_COL_JEANS,5_PKT,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
ST-CD-36,M_JEANS,M_COL_JEANS,5PC,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-36,M_JEANS,M_COL_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-36,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-36,M_JEANS,M_COL_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-36,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
ST-CD-36,M_JEANS,M_COL_JEANS,PRT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-36,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-36,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-36,M_JEANS,M_JGR_JEANS,C&S,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
ST-CD-36,M_JEANS,M_JGR_JEANS,C_PKT,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
ST-CD-36,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-36,M_JEANS,M_JGR_JEANS,CRG_PKT,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
ST-CD-36,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-36,M_JEANS,M_JGR_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-37,M_JEANS,M_BLK_JEANS,5_PKT,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%,57%
ST-CD-37,M_JEANS,M_BLK_JEANS,A_FIT,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
ST-CD-37,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_BLK_JEANS,PLN_BODY,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-37,M_JEANS,M_BLK_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-37,M_JEANS,M_BLK_JEANS,RN,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%,16%
ST-CD-37,M_JEANS,M_BLU_JEANS,5_PKT,68%,68%,68%,68%,68%,68%,68%,68%,68%,68%,68%,68%
ST-CD-37,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-37,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-37,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_BLU_JEANS,PLN_BODY,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%,18%
ST-CD-37,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-37,M_JEANS,M_BLU_JEANS,RN,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-37,M_JEANS,M_COL_JEANS,5_PKT,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%,56%
ST-CD-37,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_COL_JEANS,A_FIT,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-37,M_JEANS,M_COL_JEANS,C_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-37,M_JEANS,M_COL_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_COL_JEANS,KNIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-37,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_COL_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-37,M_JEANS,M_COL_JEANS,PRT,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%,8%
ST-CD-37,M_JEANS,M_COL_JEANS,R_FIT,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-37,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_JGR_JEANS,5_PKT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-37,M_JEANS,M_JGR_JEANS,C&S,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%,37%
ST-CD-37,M_JEANS,M_JGR_JEANS,C_PKT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-37,M_JEANS,M_JGR_JEANS,CARGO,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%,6%
ST-CD-37,M_JEANS,M_JGR_JEANS,CRG_PKT,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%,36%
ST-CD-37,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-37,M_JEANS,M_JGR_JEANS,PLN_BODY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-37,M_JEANS,M_JGR_JEANS,R_FIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_BLK_JEANS,5_PKT,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%,52%
ST-CD-38,M_JEANS,M_BLK_JEANS,A_FIT,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%,19%
ST-CD-38,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_BLK_JEANS,KNIT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_BLK_JEANS,PLN_BODY,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%,11%
ST-CD-38,M_JEANS,M_BLK_JEANS,R_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-38,M_JEANS,M_BLK_JEANS,RN,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-38,M_JEANS,M_BLU_JEANS,5_PKT,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%,73%
ST-CD-38,M_JEANS,M_BLU_JEANS,A_FIT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-38,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-38,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_BLU_JEANS,PLN_BODY,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%,14%
ST-CD-38,M_JEANS,M_BLU_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-38,M_JEANS,M_BLU_JEANS,RN,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-38,M_JEANS,M_COL_JEANS,5_PKT,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%,59%
ST-CD-38,M_JEANS,M_COL_JEANS,5PC,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_COL_JEANS,A_FIT,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-38,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_COL_JEANS,DBY,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-38,M_JEANS,M_COL_JEANS,KNIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-38,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_COL_JEANS,PLN_BODY,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%,12%
ST-CD-38,M_JEANS,M_COL_JEANS,PRT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-38,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-38,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_JGR_JEANS,5_PKT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-38,M_JEANS,M_JGR_JEANS,C&S,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%,29%
ST-CD-38,M_JEANS,M_JGR_JEANS,C_PKT,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%,23%
ST-CD-38,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-38,M_JEANS,M_JGR_JEANS,CRG_PKT,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%,30%
ST-CD-38,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-38,M_JEANS,M_JGR_JEANS,PLN_BODY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-38,M_JEANS,M_JGR_JEANS,R_FIT,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-39,M_JEANS,M_BLK_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
ST-CD-39,M_JEANS,M_BLK_JEANS,A_FIT,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
ST-CD-39,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_BLK_JEANS,KNIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-39,M_JEANS,M_BLK_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-39,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-39,M_JEANS,M_BLK_JEANS,RN,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-39,M_JEANS,M_BLU_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
ST-CD-39,M_JEANS,M_BLU_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-39,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-39,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_BLU_JEANS,PLN_BODY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-39,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-39,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-39,M_JEANS,M_COL_JEANS,5_PKT,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
ST-CD-39,M_JEANS,M_COL_JEANS,5PC,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-39,M_JEANS,M_COL_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-39,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-39,M_JEANS,M_COL_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-39,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
ST-CD-39,M_JEANS,M_COL_JEANS,PRT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-39,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-39,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-39,M_JEANS,M_JGR_JEANS,C&S,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
ST-CD-39,M_JEANS,M_JGR_JEANS,C_PKT,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
ST-CD-39,M_JEANS,M_JGR_JEANS,CARGO,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-39,M_JEANS,M_JGR_JEANS,CRG_PKT,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
ST-CD-39,M_JEANS,M_JGR_JEANS,CRS_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_JGR_JEANS,PLN_BODY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-39,M_JEANS,M_JGR_JEANS,R_FIT,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%,3%
ST-CD-3,M_JEANS,M_BLK_JEANS,5_PKT,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%,51%
ST-CD-3,M_JEANS,M_BLK_JEANS,A_FIT,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%,22%
ST-CD-3,M_JEANS,M_BLK_JEANS,DBY,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-3,M_JEANS,M_BLK_JEANS,KNIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-3,M_JEANS,M_BLK_JEANS,PLN_BODY,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%,7%
ST-CD-3,M_JEANS,M_BLK_JEANS,R_FIT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-3,M_JEANS,M_BLK_JEANS,RN,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%,17%
ST-CD-3,M_JEANS,M_BLU_JEANS,5_PKT,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%,70%
ST-CD-3,M_JEANS,M_BLU_JEANS,A_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-3,M_JEANS,M_BLU_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-3,M_JEANS,M_BLU_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-3,M_JEANS,M_BLU_JEANS,PLN_BODY,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%,13%
ST-CD-3,M_JEANS,M_BLU_JEANS,R_FIT,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-3,M_JEANS,M_BLU_JEANS,RN,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-3,M_JEANS,M_COL_JEANS,5_PKT,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%,61%
ST-CD-3,M_JEANS,M_COL_JEANS,5PC,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-3,M_JEANS,M_COL_JEANS,A_FIT,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%,15%
ST-CD-3,M_JEANS,M_COL_JEANS,C_PKT,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-3,M_JEANS,M_COL_JEANS,DBY,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%,1%
ST-CD-3,M_JEANS,M_COL_JEANS,KNIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-3,M_JEANS,M_COL_JEANS,OD,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-3,M_JEANS,M_COL_JEANS,PLN_BODY,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%,9%
ST-CD-3,M_JEANS,M_COL_JEANS,PRT,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%,4%
ST-CD-3,M_JEANS,M_COL_JEANS,R_FIT,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%,5%
ST-CD-3,M_JEANS,M_COL_JEANS,SLK,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%
ST-CD-3,M_JEANS,M_JGR_JEANS,5_PKT,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%,2%
ST-CD-3,M_JEANS,M_JGR_JEANS,C&S,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%,32%
ST-CD-3,M_JEANS,M_JGR_JEANS,C_PKT,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%,26%
